,조사기준일,시도,행정구,"교육
(지원)청",학교급,"고등학교
유형",운영상특례,"학교
세부유형",학교명,본분교,설립,주야,"남녀공학
구분",상태,지역규모,통합구분,개교일,우편번호,주소,전화번호,팩스번호,홈페이지,편성학급수_계,1학년_학급수,2학년_학급수,3학년_학급수,4학년_학급수,5학년_학급수,6학년_학급수,학생수_총계_계,학생수_총계_남,학생수_총계_여,1학년_학생수_계,1학년_학생수_남,1학년_학생수_여,2학년_학생수_계,2학년_학생수_남,2학년_학생수_여,3학년_학생수_계,3학년_학생수_남,3학년_학생수_여,4학년_학생수_계,4학년_학생수_남,4학년_학생수_여,5학년_학생수_계,5학년_학생수_남,5학년_학생수_여,6학년_학생수_계,6학년_학생수_남,6학년_학생수_여,"학급당
 학생수",교원수_총계_계,교원수_총계_남,교원수_총계_여,교원수_정규교원_계,교원수_정규교원_남,교원수_정규교원_여,교원수_정규_교장_계,교원수_정규_교장_남,교원수_정규_교장_여,교원수_정규_교감_계,교원수_정규_교감_남,교원수_정규_교감_여,교원수_정규_수석_계,교원수_정규_수석_남,교원수_정규_수석_여,교원수_정규_보직_계,교원수_정규_보직_남,교원수_정규_보직_여,교원수_정규_일반_계,교원수_정규_일반_남,교원수_정규_일반_여,교원수_정규_특수_계,교원수_정규_특수_남,교원수_정규_특수_여,교원수_정규_상담_계,교원수_정규_상담_남,교원수_정규_상담_여,교원수_정규_사서_계,교원수_정규_사서_남,교원수_정규_사서_여,교원수_정규_실기_계,교원수_정규_실기_남,교원수_정규_실기_여,교원수_정규_보건_계,교원수_정규_보건_남,교원수_정규_보건_여,교원수_정규_영양_계,교원수_정규_영양_남,교원수_정규_영양_여,교원수_기간제_계,교원수_기간제_남,교원수_기간제_여,교원1인당 학생수,전체직원_계_x,전체직원_남,전체직원_여,정규직원_계,정규직원_남,정규직원_여,전체직원_계_y,"일반
교실","교과
교실","특별
교실",수준별교실,"기타
교실",교지면적,"학생
1인당
교지면적"
10,20231001,인천,중구,남부,중학교,,해당없음,일반중학교,영종중학교,본교,공립,주간,남여공학,기존(원)교,특별/광역시,해당없음,19500605,223-73 ,인천광역시 중구 남디로 92 (운남동. 영종중학교),032-746-0010,032-746-2342,http://youngjong.icems.kr,26,9,7,10,0,0,0,710,374,336,300,176,124,172,78,94,238,120,118,0,0,0,0,0,0,0,0,0,27.3,47,10,37,35,6,29,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,11.0,1.0,10.0,19.0,4.0,15.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,12,4,8,15.1,13,1,12,3,1,2,13,27,2,6,0,7,15955,23.3
11,20231001,인천,중구,남부,중학교,,해당없음,일반중학교,용유중학교,본교,공립,주간,남여공학,기존(원)교,특별/광역시,초등+중학,19650316,223-84 ,인천광역시 중구 남북로87번길 4 (남북동),032-510-6401,032-629-2824,http://yongyu.icems.kr/main.do,4,1,2,1,0,0,0,43,24,19,19,12,7,12,7,5,12,5,7,0,0,0,0,0,0,0,0,0,10.8,14,4,10,11,4,7,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,6.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,3,3.1,8,1,7,4,1,3,8,3,3,1,0,0,0,0.0
12,20231001,인천,미추홀구,남부,중학교,,해당없음,일반중학교,용현중학교,본교,공립,주간,남자,기존(원)교,특별/광역시,해당없음,19860301,221-89 ,인천광역시 미추홀구 낙섬동로 16 (용현동. 용현중학교),032-885-2509,032-888-9877,http://yong.icems.kr/,25,8,8,9,0,0,0,740,740,0,237,237,0,252,252,0,251,251,0,0,0,0,0,0,0,0,0,0,29.6,51,16,35,34,12,22,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,12.0,4.0,8.0,17.0,6.0,11.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,17,4,13,14.5,17,1,16,4,1,3,17,0,25,8,0,1,16218,21.8
13,20231001,인천,미추홀구,남부,중학교,,해당없음,일반중학교,용현여자중학교,본교,공립,주간,여자,기존(원)교,특별/광역시,해당없음,19850301,221-89 ,인천광역시 미추홀구 낙섬동로 28 (용현동. 용현여자중학교),032-884-8462,032-885-4159,http://yhg.icems.kr,25,9,8,8,0,0,0,734,0,734,238,0,238,245,0,245,251,0,251,0,0,0,0,0,0,0,0,0,29.4,48,13,35,36,11,25,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,5.0,7.0,19.0,4.0,15.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,12,2,10,15.3,14,1,13,3,1,2,13,25,4,7,0,0,15705,21.3
14,20231001,인천,미추홀구,남부,중학교,,해당없음,일반중학교,인화여자중학교,본교,공립,주간,여자,기존(원)교,특별/광역시,해당없음,19631113,221-00 ,인천광역시 미추홀구 석정로 165 (도화동),032-762-2015,032-766-5024,http://inhwams.icems.kr,30,11,10,9,0,0,0,869,0,869,299,0,299,285,0,285,285,0,285,0,0,0,0,0,0,0,0,0,29.0,56,11,45,39,9,30,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,4.0,8.0,23.0,3.0,20.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,17,2,15,15.5,21,3,18,3,0,3,21,29,4,8,0,1,24009,27.4
15,20231001,인천,미추홀구,남부,중학교,,해당없음,일반중학교,제물포여자중학교,본교,공립,주간,여자,기존(원)교,특별/광역시,해당없음,19800301,222-28 ,인천광역시 미추홀구 인주대로470번길 20 (주안동. 제물포여자중학교),032-422-2069,032-426-8826,http://jmp.icems.kr,16,5,5,6,0,0,0,346,0,346,124,0,124,110,0,110,112,0,112,0,0,0,0,0,0,0,0,0,21.6,32,7,25,26,6,20,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,5.0,5.0,10.0,0.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,6,1,5,10.8,14,1,13,3,0,3,13,28,0,13,3,0,24612,70.7
16,20231001,인천,동구,남부,중학교,,해당없음,일반중학교,화도진중학교,본교,공립,주간,남여공학,기존(원)교,특별/광역시,해당없음,19920301,225-13 ,인천광역시 동구 화수로 64 (화수동. 화도진중학교),032-761-4612,032-761-3247,http://hwadojin.icems.kr,17,6,5,6,0,0,0,350,141,209,129,61,68,103,38,65,118,42,76,0,0,0,0,0,0,0,0,0,20.6,33,8,25,26,6,20,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,12.0,2.0,10.0,8.0,2.0,6.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2,5,10.6,15,1,14,4,0,4,15,18,10,8,0,0,11937,34.0
17,20231001,인천,미추홀구,남부,중학교,,해당없음,일반중학교,인주중학교,본교,공립,주간,남여공학,기존(원)교,특별/광역시,해당없음,20040301,222-02 ,인천광역시 미추홀구 매소홀로 335 (학익동. 인주중학교),032-629-3287,032-863-9316,http://inju.icems.kr,32,11,10,11,0,0,0,924,473,451,297,150,147,308,155,153,319,168,151,0,0,0,0,0,0,0,0,0,28.9,59,13,46,42,12,30,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0,3.0,7.0,25.0,7.0,18.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,17,1,16,15.7,20,3,17,4,2,2,20,32,4,8,0,0,10000,10.8
18,20231001,인천,중구,남부,중학교,,해당없음,일반중학교,광성중학교,본교,사립,주간,남자,기존(원)교,특별/광역시,해당없음,19550219,223-27 ,인천광역시 중구 참외전로244번길 47 . 광성중학교 (도원동),032-760-5296,032-887-1062,http://www.iks.icems.kr,18,6,6,6,0,0,0,295,295,0,87,87,0,94,94,0,114,114,0,0,0,0,0,0,0,0,0,0,16.4,33,20,13,17,12,5,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,6.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,8,8,8.9,5,3,2,5,3,2,5,18,1,6,0,2,0,0.0
19,20231001,인천,동구,남부,중학교,,해당없음,일반중학교,인천재능중학교,본교,사립,주간,남자,기존(원)교,특별/광역시,해당없음,19641113,225-73 ,인천광역시 동구 재능로 178 (송림동),032-627-6982,032-627-6985,http://jei.icems.kr,15,5,5,5,0,0,0,345,345,0,128,128,0,98,98,0,119,119,0,0,0,0,0,0,0,0,0,0,23.0,28,17,11,22,15,7,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,8.0,8.0,0.0,11.0,6.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2,4,12.3,6,3,3,4,3,1,6,15,1,3,0,0,6541,18.6
20,20231001,인천,동구,남부,중학교,,해당없음,일반중학교,동산중학교,본교,사립,주간,남자,기존(원)교,특별/광역시,해당없음,19380714,225-59 ,인천광역시 동구 동산로 58 동산중학교 (송림동. 동산중학교.동산고등학교),032-629-3461,032-763-7837,http://dongsanms.icems.kr/,21,7,7,7,0,0,0,505,505,0,172,172,0,165,165,0,168,168,0,0,0,0,0,0,0,0,0,0,24.0,37,28,9,29,24,5,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,9.0,3.0,14.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,8,4,4,13.6,5,2,3,4,2,2,4,21,3,4,0,0,38811,75.8
21,20231001,인천,중구,남부,중학교,,해당없음,일반중학교,송도중학교,본교,사립,주간,남자,기존(원)교,특별/광역시,해당없음,19061003,223-24 ,인천광역시 중구 제물량로 123 송도중학교,032-772-9383,032-764-1766,http://songdo.icems.kr/main.do,15,5,5,5,0,0,0,228,228,0,80,80,0,71,71,0,77,77,0,0,0,0,0,0,0,0,0,0,15.2,30,16,14,24,16,8,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,8.0,2.0,13.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,6,7.6,8,3,5,4,3,1,8,15,3,12,0,1,9731,43.4
22,20231001,인천,중구,남부,중학교,,해당없음,일반중학교,인성여자중학교,본교,사립,주간,여자,기존(원)교,특별/광역시,해당없음,19520515,223-15 ,인천광역시 중구 홍예문로 39 . 인성여자중학교 (송학동2가. 인성여자고등학교.인성여자중학교),032-762-8505,032-766-2857,http://insung.icems.kr,12,4,4,4,0,0,0,286,0,286,96,0,96,100,0,100,90,0,90,0,0,0,0,0,0,0,0,0,23.8,24,5,19,20,5,15,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,3.0,5.0,9.0,1.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,4,11.9,5,2,3,3,2,1,6,12,4,4,0,0,10721,37.1
23,20231001,인천,미추홀구,남부,중학교,,해당없음,일반중학교,인하대학교사범대학부속중학교,본교,사립,주간,남자,기존(원)교,특별/광역시,해당없음,19690424,222-11 ,인천광역시 미추홀구 재넘이길123번길 29 . 인하대학교사범대학부속중학교 (학익동. 인하사범대부속중고등학교),032-452-9900,032-875-1325,http://inha.icems.kr,27,9,9,9,0,0,0,752,752,0,250,250,0,236,236,0,266,266,0,0,0,0,0,0,0,0,0,0,27.9,48,22,26,33,19,14,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,6.0,6.0,18.0,11.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,3,12,15.7,7,3,4,4,3,1,7,27,4,7,0,0,0,0.0
24,20231001,인천,중구,남부,중학교,,해당없음,일반중학교,인천중산중학교,본교,공립,주간,남여공학,기존(원)교,특별/광역시,해당없음,20190301,223-93 ,인천광역시 중구 두미포로 189 (중산동. 인천중산중학교),032-509-4900,032-509-4920,http://jungsan.icems.kr/,29,11,10,8,0,0,0,869,413,456,338,168,170,308,150,158,223,95,128,0,0,0,0,0,0,0,0,0,30.0,54,21,33,40,16,24,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,6.0,6.0,22.0,8.0,14.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,14,5,9,16.1,17,3,14,4,1,3,17,31,0,14,0,0,15575,18.2
25,20231001,인천,중구,남부,중학교,,해당없음,일반중학교,인천하늘중학교,본교,공립,주간,남여공학,기존(원)교,특별/광역시,해당없음,20210302,223-89 ,인천광역시 중구 찬들로284번길 16 (운남동),032-452-6106,032-752-8364,http://haneul.icems.kr/,31,10,10,11,0,0,0,969,490,479,340,166,174,310,167,143,319,157,162,0,0,0,0,0,0,0,0,0,31.3,59,17,42,42,14,28,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,13.0,5.0,8.0,24.0,8.0,16.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,17,3,14,16.4,17,4,13,4,3,1,17,30,0,7,0,1,15203,15.8
26,20231001,인천,부평구,북부,중학교,,해당없음,일반중학교,구산중학교,본교,공립,주간,남여공학,기존(원)교,특별/광역시,해당없음,19970301,213-46 ,인천광역시 부평구 수변로 199 (부개동. 구산중학교),032-361-9092,032-361-9095,http://kusan.icems.kr/main.do,30,10,10,10,0,0,0,882,453,429,293,142,151,302,151,151,287,160,127,0,0,0,0,0,0,0,0,0,29.4,54,6,48,48,4,44,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,12.0,2.0,10.0,30.0,2.0,28.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6,2,4,16.3,17,2,15,4,1,3,20,31,0,8,1,4,11029,12.4
27,20231001,인천,부평구,북부,중학교,,해당없음,일반중학교,인천상정중학교,본교,공립,주간,남여공학,기존(원)교,특별/광역시,해당없음,20080304,214-47 ,인천광역시 부평구 경원대로 1083 (십정동. 상정중학교),032-421-4126,032-421-4127,http://isangjeong.icems.kr,17,6,6,5,0,0,0,361,210,151,138,79,59,125,71,54,98,60,38,0,0,0,0,0,0,0,0,0,21.2,30,8,22,25,7,18,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0,2.0,8.0,10.0,4.0,6.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5,1,4,12.0,14,2,12,3,2,1,14,17,6,7,0,3,11527,32.3
28,20231001,인천,부평구,북부,중학교,,해당없음,일반중학교,동암중학교,본교,공립,주간,남여공학,기존(원)교,특별/광역시,해당없음,19850301,214-36 ,인천광역시 부평구 동암산로43번길 12 (십정동),032-425-9676,032-426-5515,http://dongam.icems.kr,17,6,6,5,0,0,0,304,208,96,111,71,40,126,70,56,67,67,0,0,0,0,0,0,0,0,0,0,17.9,35,13,22,25,8,17,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,7.0,13.0,6.0,7.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,10,5,5,8.7,13,3,10,4,3,1,13,16,5,11,0,0,11883,39.3
29,20231001,인천,부평구,북부,중학교,,해당없음,일반중학교,부광중학교,본교,공립,주간,남여공학,기존(원)교,특별/광역시,해당없음,19861010,213-48 ,인천광역시 부평구 충선로 140 . 부광중학교 (부개동),032-511-6052,032-505-3914,http://bugwang.icems.kr,22,7,7,8,0,0,0,647,361,286,213,124,89,217,108,109,217,129,88,0,0,0,0,0,0,0,0,0,29.4,41,5,36,35,4,31,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,12.0,2.0,10.0,18.0,1.0,17.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6,1,5,15.8,18,4,14,4,2,2,18,22,0,8,1,1,15052,22.9
30,20231001,인천,부평구,북부,중학교,,해당없음,일반중학교,부원중학교,본교,공립,주간,남자,기존(원)교,특별/광역시,해당없음,19910301,213-87 ,인천광역시 부평구 경원대로 1339 (부평동. 인천 부원중학교),032-505-2632,032-505-2639,http://buwon.icems.kr,30,10,11,9,0,0,0,842,842,0,279,279,0,275,275,0,288,288,0,0,0,0,0,0,0,0,0,0,28.1,53,16,37,42,12,30,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,4.0,8.0,24.0,6.0,18.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,11,4,7,15.9,20,2,18,4,0,4,19,29,5,6,2,1,12262,14.4
