,조사기준일,시도,행정구,"교육
(지원)청",학교급,"고등학교
유형",운영상특례,"학교
세부유형",학교명,본분교,설립,주야,"남녀공학
구분",상태,지역규모,통합구분,개교일,우편번호,주소,전화번호,팩스번호,홈페이지,편성학급수_계,1학년_학급수,2학년_학급수,3학년_학급수,4학년_학급수,5학년_학급수,6학년_학급수,학생수_총계_계,학생수_총계_남,학생수_총계_여,1학년_학생수_계,1학년_학생수_남,1학년_학생수_여,2학년_학생수_계,2학년_학생수_남,2학년_학생수_여,3학년_학생수_계,3학년_학생수_남,3학년_학생수_여,4학년_학생수_계,4학년_학생수_남,4학년_학생수_여,5학년_학생수_계,5학년_학생수_남,5학년_학생수_여,6학년_학생수_계,6학년_학생수_남,6학년_학생수_여,"학급당
 학생수",교원수_총계_계,교원수_총계_남,교원수_총계_여,교원수_정규교원_계,교원수_정규교원_남,교원수_정규교원_여,교원수_정규_교장_계,교원수_정규_교장_남,교원수_정규_교장_여,교원수_정규_교감_계,교원수_정규_교감_남,교원수_정규_교감_여,교원수_정규_수석_계,교원수_정규_수석_남,교원수_정규_수석_여,교원수_정규_보직_계,교원수_정규_보직_남,교원수_정규_보직_여,교원수_정규_일반_계,교원수_정규_일반_남,교원수_정규_일반_여,교원수_정규_특수_계,교원수_정규_특수_남,교원수_정규_특수_여,교원수_정규_상담_계,교원수_정규_상담_남,교원수_정규_상담_여,교원수_정규_사서_계,교원수_정규_사서_남,교원수_정규_사서_여,교원수_정규_실기_계,교원수_정규_실기_남,교원수_정규_실기_여,교원수_정규_보건_계,교원수_정규_보건_남,교원수_정규_보건_여,교원수_정규_영양_계,교원수_정규_영양_남,교원수_정규_영양_여,교원수_기간제_계,교원수_기간제_남,교원수_기간제_여,교원1인당 학생수,전체직원_계_x,전체직원_남,전체직원_여,정규직원_계,정규직원_남,정규직원_여,전체직원_계_y,"일반
교실","교과
교실","특별
교실",수준별교실,"기타
교실",교지면적,"학생
1인당
교지면적"
10,20231001,인천,미추홀구,남부,초등학교,,해당없음,초등학교,인천도화초등학교,본교,공립,,,기존(원)교,특별/광역시,해당없음,19460924,221-65 ,인천광역시 미추홀구 경인로 242 (도화동. 도화초등학교),032-874-2585,032-865-6134,http://idohwaes.icees.kr/main.do,41,6,7,8,7,7,6,894,459,435,140,72,68,163,70,93,151,83,68,149,81,68,144,70,74,147,83,64,21.8,59,16,43,50,16,34,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0,4.0,7.0,32.0,9.0,23.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,9,0,9,15.2,21,0,21,3,0,3,20,44,2,7,0,0,10450,11.3
11,20231001,인천,동구,남부,초등학교,,해당없음,초등학교,인천송림초등학교,본교,공립,,,기존(원)교,특별/광역시,해당없음,19330405,225-52 ,인천광역시 동구 화도진로 10 (송림동),032-764-2342,032-764-2344,http://songrim.icees.kr,23,4,4,3,3,5,4,449,252,197,95,53,42,94,46,48,69,50,19,63,28,35,75,38,37,53,37,16,19.5,32,10,22,32,10,22,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,9.0,5.0,4.0,16.0,4.0,12.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,0,0,14.0,16,1,15,3,0,3,16,25,0,6,0,4,13546,32.4
12,20231001,인천,동구,남부,초등학교,,해당없음,초등학교,인천만석초등학교,본교,공립,,,기존(원)교,특별/광역시,해당없음,19590401,225-11 ,인천광역시 동구 제물량로 412 (화수동. 만석초등학교),032-772-4784,032-772-4783,http://www.manseok.icees.kr,20,3,2,4,3,5,3,354,200,154,46,22,24,47,35,12,56,33,23,53,27,26,82,43,39,70,40,30,17.7,31,10,21,30,10,20,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,3.0,3.0,17.0,6.0,11.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1,0,1,11.4,19,4,15,3,2,1,19,21,0,6,0,6,8764,23.7
13,20231001,인천,미추홀구,남부,초등학교,,해당없음,초등학교,인천문학초등학교,본교,공립,,,기존(원)교,특별/광역시,해당없음,19170429,222-33 ,인천광역시 미추홀구 매소홀로 553 (문학동. 문학초등학교),032-425-2801,032-435-0367,http://munhak.icees.kr,30,4,5,5,5,6,5,653,317,336,87,54,33,105,51,54,118,59,59,108,39,69,117,63,54,118,51,67,21.8,42,10,32,40,9,31,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,1.0,8.0,23.0,6.0,17.0,3.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2,1,1,15.5,20,3,17,4,1,3,19,31,0,6,0,2,21350,33.1
14,20231001,인천,옹진군,남부,초등학교,,해당없음,초등학교,백령초등학교,본교,공립,,,기존(원)교,도서벽지,해당없음,19370401,231-01 ,인천광역시 옹진군 백령면 백령로316번길 91 (백령면. 백령초등학교),032-836-0014,032-836-2447,http://br.icees.kr,6,1,1,1,1,1,1,58,29,29,5,3,2,13,9,4,7,0,7,6,4,2,11,4,7,16,9,7,9.7,12,8,4,12,8,4,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,0,0,4.8,8,3,5,4,3,1,8,6,0,5,0,1,16533,280.2
15,20231001,인천,미추홀구,남부,초등학교,,해당없음,초등학교,인천백학초등학교,본교,공립,,,기존(원)교,특별/광역시,해당없음,19900301,222-26 ,인천광역시 미추홀구 매소홀로446번길 25 (학익동. 백학초등학교),032-868-6778,032-867-1851,http://baekhak.icees.kr,14,2,2,2,2,3,3,240,120,120,24,13,11,39,19,20,49,25,24,38,19,19,48,23,25,42,21,21,17.1,23,7,16,21,6,15,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,3.0,2.0,9.0,2.0,7.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2,1,1,10.4,18,1,17,3,0,3,18,18,6,11,0,5,12590,51.6
16,20231001,인천,옹진군,남부,초등학교,,해당없음,초등학교,인천공항초등학교신도분교장,분교장,공립,,,기존(원)교,도서벽지,해당없음,19461121,231-15 ,인천광역시 옹진군 북도면 신도로896번길 18-31 (북도면.인천공항초등학교신도분교),032-752-2073,032-752-2074,http://gonghang-e.icees.kr/,4,1,0,1,0,1,1,14,8,6,4,3,1,1,0,1,1,0,1,0,0,0,5,3,2,3,2,1,3.5,4,2,2,4,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.5,2,1,1,0,0,0,2,5,0,2,0,2,7127,509.1
17,20231001,인천,옹진군,남부,초등학교,,해당없음,초등학교,북포초등학교,본교,공립,,,기존(원)교,도서벽지,해당없음,19560918,231-03 ,인천광역시 옹진군 백령면 가을길 117 (백령면. 북포초등학교),032-836-0208,032-836-0209,http://bukpo.icees.kr,8,1,1,1,1,3,1,101,54,47,18,8,10,15,8,7,20,12,8,11,8,3,26,12,14,11,6,5,12.6,14,8,6,14,8,6,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,6.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,0,0,7.2,9,3,6,4,3,1,8,7,1,1,0,2,12581,116.5
18,20231001,인천,중구,남부,초등학교,,해당없음,초등학교,인천별빛초등학교,본교,공립,,,기존(원)교,특별/광역시,해당없음,20200901,223-89 ,인천광역시 중구 은하수로 402 . 인천별빛초등학교 (운남동),032-455-8700,032-752-8458,http://starlight.icees.kr,47,10,9,8,8,7,5,1152,548,604,243,116,127,253,117,136,209,114,95,164,71,93,158,72,86,125,58,67,24.5,61,29,32,55,28,27,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,12.0,11.0,1.0,38.0,16.0,22.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,5,18.9,20,5,15,5,3,2,19,52,4,4,0,1,15576,15.5
19,20231001,인천,동구,남부,초등학교,,해당없음,초등학교,인천서림초등학교,본교,공립,,,기존(원)교,특별/광역시,해당없음,19390415,225-58 ,인천광역시 동구 금곡로 105 (송림동.서림초등학교),032-766-3327,032-629-1770,http://seorim.icees.kr,28,4,4,4,4,6,6,560,305,255,84,50,34,87,50,37,90,47,43,82,49,33,109,54,55,108,55,53,20.0,40,13,27,36,11,25,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,8.0,6.0,2.0,23.0,5.0,18.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4,2,2,14.0,19,2,17,3,1,2,19,32,0,4,0,4,17091,29.8
20,20231001,인천,미추홀구,남부,초등학교,,해당없음,초등학교,인천서화초등학교,본교,공립,,,기존(원)교,특별/광역시,해당없음,19670302,221-14 ,인천광역시 미추홀구 송림로 250 (도화동. 서화초등학교),032-689-0913,032-868-9237,http://shwa.icees.kr,59,10,10,10,9,11,9,1386,707,679,253,123,130,249,137,112,226,112,114,221,113,108,222,115,107,215,107,108,23.5,87,27,60,81,26,55,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,13.0,6.0,7.0,59.0,18.0,41.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,6,1,5,15.9,29,2,27,4,0,4,33,66,0,0,0,3,19126,13.2
21,20231001,인천,동구,남부,초등학교,,해당없음,초등학교,인천서흥초등학교,본교,공립,,,기존(원)교,특별/광역시,해당없음,19650302,225-40 ,인천광역시 동구 샛골로 189 (송림동),032-629-0088,032-764-4406,http://seoheung.icees.kr,25,5,3,4,4,5,4,453,243,210,72,39,33,56,30,26,73,41,32,61,31,30,99,56,43,92,46,46,18.1,35,13,22,30,11,19,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,9.0,6.0,3.0,16.0,4.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,5,2,3,12.9,20,3,17,4,2,2,20,26,2,4,0,0,9587,20.8
22,20231001,인천,미추홀구,남부,초등학교,,해당없음,초등학교,인천석암초등학교,본교,공립,,,기존(원)교,특별/광역시,해당없음,19691122,221-34 ,인천광역시 미추홀구 주안동로 46 (주안동. 석암초등학교),032-424-0143,032-432-7003,http://www.seokam.icees.kr/main.do,41,7,8,6,7,7,6,935,482,453,173,83,90,179,92,87,153,77,76,139,73,66,147,87,60,144,70,74,22.8,60,13,47,55,12,43,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,4.0,8.0,35.0,6.0,29.0,3.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,5,1,4,15.6,22,4,18,3,0,3,23,41,0,4,0,0,14457,15.2
23,20231001,인천,중구,남부,초등학교,,해당없음,초등학교,인천송월초등학교,본교,공립,,,기존(원)교,특별/광역시,해당없음,19550502,223-09 ,인천광역시 중구 자유공원로 106-8 (전동. 인천송월초등학교),032-764-1901,032-764-3818,http://songwol.icees.kr/,14,2,3,2,2,3,2,195,100,95,27,9,18,26,20,6,29,12,17,35,16,19,41,22,19,37,21,16,13.9,24,10,14,21,9,12,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,12.0,5.0,7.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,3,1,2,8.1,14,2,12,4,0,4,14,15,0,12,0,8,21253,109.6
24,20231001,인천,옹진군,남부,초등학교,,해당없음,초등학교,인천용현남초등학교자월분교장,분교장,공립,,,기존(원)교,도서벽지,해당없음,19461017,231-25 ,인천광역시 옹진군 자월면 자월서로 177 (자월면. 용현남초등학교자월분교),032-831-7419,032-831-7420,http://yhn.icees.kr/,3,1,0,0,1,0,1,6,5,1,1,1,0,0,0,0,0,0,0,4,3,1,0,0,0,1,1,0,2.0,3,3,0,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.0,0,0,0,0,0,0,0,4,0,1,0,0,12758,2126.3
25,20231001,인천,동구,남부,초등학교,,해당없음,초등학교,인천송현초등학교,본교,공립,,,기존(원)교,특별/광역시,해당없음,19370419,225-21 ,인천광역시 동구 송화로 45 (송현동. 송현초등학교),032-764-4482,032-764-4456,http://ish.icees.kr,26,3,4,4,3,5,7,518,262,256,58,24,34,80,45,35,78,43,35,76,40,36,109,53,56,117,57,60,19.9,41,8,33,38,7,31,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,3.0,6.0,21.0,3.0,18.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,3,1,2,12.6,19,2,17,3,0,3,20,40,0,6,0,11,17001,31.6
26,20231001,인천,미추홀구,남부,초등학교,,해당없음,초등학교,인천숭의초등학교,본교,공립,,,기존(원)교,특별/광역시,해당없음,19371210,221-63 ,인천광역시 미추홀구 장천로 99 (숭의동. 숭의초등학교),032-887-9011,032-887-9017,http://www.soongwi.icees.kr,53,8,10,8,8,10,9,1284,664,620,206,100,106,210,112,98,195,96,99,207,111,96,235,125,110,231,120,111,24.2,75,20,55,68,19,49,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,12.0,6.0,6.0,49.0,10.0,39.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,7,1,6,17.1,27,4,23,5,1,4,27,53,0,3,0,0,15389,11.9
27,20231001,인천,미추홀구,남부,초등학교,,해당없음,초등학교,인천승학초등학교,본교,공립,,,기존(원)교,특별/광역시,해당없음,19920301,222-41 ,인천광역시 미추홀구 주승로 259 (관교동. 승학초등학교),032-432-9775,032-426-9854,http://shak26.icees.kr,21,3,3,4,3,3,5,440,251,189,54,27,27,72,41,31,71,41,30,77,47,30,76,38,38,90,57,33,21.0,31,9,22,28,9,19,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,5.0,1.0,16.0,2.0,14.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,3,0,3,14.2,18,1,17,4,0,4,18,24,0,3,0,3,11499,26.3
28,20231001,인천,중구,남부,초등학교,,해당없음,초등학교,인천신선초등학교,본교,공립,,,기존(원)교,특별/광역시,해당없음,20020901,223-34 ,인천광역시 중구 축항대로291번길 33 (신흥동3가. 신선초등학교),032-650-0810,032-650-0812,http://sinsun.icees.kr,19,3,4,3,2,3,4,345,177,168,49,33,16,64,31,33,47,17,30,48,25,23,73,37,36,64,34,30,18.2,26,4,22,24,3,21,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,2.0,4.0,15.0,1.0,14.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,13.3,18,3,15,4,1,3,20,28,5,5,0,5,11553,35.2
29,20231001,인천,중구,남부,초등학교,,해당없음,초등학교,인천신흥초등학교,본교,공립,,,기존(원)교,특별/광역시,해당없음,19460315,223-21 ,인천광역시 중구 제물량로 134 (답동. 인천신흥초등학교),032-629-0440,032-764-0403,http://icsh.icees.kr,24,3,4,3,4,5,5,387,207,180,58,27,31,62,36,26,52,29,23,47,23,24,83,51,32,85,41,44,16.1,36,11,25,34,10,24,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,8.0,3.0,5.0,18.0,5.0,13.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2,1,1,10.8,19,1,18,4,0,4,19,22,4,12,0,5,15683,40.2
30,20231001,인천,중구,남부,초등학교,,해당없음,초등학교,인천연안초등학교,본교,공립,,,기존(원)교,특별/광역시,해당없음,19870901,223-48 ,인천광역시 중구 연안부두로33번길 53 . 인천연안초등학교 (항동7가),032-629-1444,032-887-7500,http://yonan.icees.kr,12,2,1,2,2,2,3,135,67,68,19,8,11,11,6,5,26,13,13,24,13,11,23,11,12,32,16,16,11.3,18,9,9,16,8,8,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,3.0,3.0,6.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2,1,1,7.5,11,3,8,3,3,0,14,15,0,2,0,1,11582,82.1
