,조사기준일,시도,행정구,"교육
(지원)청",학교급,"고등학교
유형",운영상특례,"학교
세부유형",학교명,본분교,설립,주야,"남녀공학
구분",상태,지역규모,통합구분,개교일,우편번호,주소,전화번호,팩스번호,홈페이지,편성학급수_계,1학년_학급수,2학년_학급수,3학년_학급수,4학년_학급수,5학년_학급수,6학년_학급수,학생수_총계_계,학생수_총계_남,학생수_총계_여,1학년_학생수_계,1학년_학생수_남,1학년_학생수_여,2학년_학생수_계,2학년_학생수_남,2학년_학생수_여,3학년_학생수_계,3학년_학생수_남,3학년_학생수_여,4학년_학생수_계,4학년_학생수_남,4학년_학생수_여,5학년_학생수_계,5학년_학생수_남,5학년_학생수_여,6학년_학생수_계,6학년_학생수_남,6학년_학생수_여,"학급당
 학생수",교원수_총계_계,교원수_총계_남,교원수_총계_여,교원수_정규교원_계,교원수_정규교원_남,교원수_정규교원_여,교원수_정규_교장_계,교원수_정규_교장_남,교원수_정규_교장_여,교원수_정규_교감_계,교원수_정규_교감_남,교원수_정규_교감_여,교원수_정규_수석_계,교원수_정규_수석_남,교원수_정규_수석_여,교원수_정규_보직_계,교원수_정규_보직_남,교원수_정규_보직_여,교원수_정규_일반_계,교원수_정규_일반_남,교원수_정규_일반_여,교원수_정규_특수_계,교원수_정규_특수_남,교원수_정규_특수_여,교원수_정규_상담_계,교원수_정규_상담_남,교원수_정규_상담_여,교원수_정규_사서_계,교원수_정규_사서_남,교원수_정규_사서_여,교원수_정규_실기_계,교원수_정규_실기_남,교원수_정규_실기_여,교원수_정규_보건_계,교원수_정규_보건_남,교원수_정규_보건_여,교원수_정규_영양_계,교원수_정규_영양_남,교원수_정규_영양_여,교원수_기간제_계,교원수_기간제_남,교원수_기간제_여,교원1인당 학생수,전체직원_계_x,전체직원_남,전체직원_여,정규직원_계,정규직원_남,정규직원_여,전체직원_계_y,"일반
교실","교과
교실","특별
교실",수준별교실,"기타
교실",교지면적,"학생
1인당
교지면적"
10,20231001,인천,계양구,인천시,고등학교,일반고,해당없음,일반고등학교,계산고등학교,본교,공립,주간,남자,기존(원)교,특별/광역시,해당없음,19870301,210-30 ,인천광역시 계양구 주부토로 588 (계산동.계산고등학교),032-542-0687,032-552-1597,http://gyesan.icehs.kr,25,8,8,9,0,0,0,655,655,0,233,233,0,217,217,0,205,205,0,0,0,0,0,0,0,0,0,0,26.2,49,13,36,44,10,34,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0,2.0,9.0,29.0,7.0,22.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5,3,2,13.4,17,3,14,4,1,3,15,26,4,10,0,4,19830,29.9
11,20231001,인천,계양구,인천시,고등학교,일반고,해당없음,일반고등학교,계산여자고등학교,본교,공립,주간,여자,기존(원)교,특별/광역시,해당없음,19960305,210-63 ,인천광역시 계양구 계산새로 131 (용종동),032-552-0273,032-546-8944,http://kyesan-g.icehs.kr/,23,7,8,8,0,0,0,486,0,486,173,0,173,158,0,158,155,0,155,0,0,0,0,0,0,0,0,0,21.1,48,14,34,44,13,31,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,5.0,7.0,29.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4,1,3,10.1,18,3,15,4,2,2,18,24,10,7,3,0,12868,26.3
12,20231001,인천,강화군,인천시,고등학교,일반고,해당없음,일반고등학교,교동고등학교,본교,공립,주간,남여공학,기존(원)교,도서벽지,해당없음,19720301,230-02 ,인천광역시 강화군 교동면 교동남로 77 (교동면. 교동중고등학교),032-627-6392,032-932-6690,http://kyodong.icehs.kr,4,1,1,2,0,0,0,26,17,9,11,8,3,4,2,2,11,7,4,0,0,0,0,0,0,0,0,0,6.5,16,8,8,15,7,8,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,6.0,3.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1,1,0,1.6,9,5,4,3,3,0,8,7,0,5,0,1,34013,1308.2
13,20231001,인천,남동구,인천시,고등학교,일반고,해당없음,일반고등학교,동인천고등학교,본교,공립,주간,남자,기존(원)교,특별/광역시,해당없음,19610428,215-21 ,인천광역시 남동구 만수로75번길 71-15 (만수동.동인천고등학교),032-721-3605,032-721-3608,http://dih.icehs.kr,27,9,8,10,0,0,0,662,662,0,240,240,0,221,221,0,201,201,0,0,0,0,0,0,0,0,0,0,24.5,59,19,40,51,16,35,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,13.0,6.0,7.0,31.0,8.0,23.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,8,3,5,11.2,17,5,12,4,3,1,17,27,4,9,0,0,22492,34.0
14,20231001,인천,서구,인천시,고등학교,일반고,해당없음,일반고등학교,인천아라고등학교,본교,공립,주간,남여공학,기존(원)교,특별/광역시,해당없음,20220301,228-74 ,인천광역시 서구 서로2로 62 (당하동),032-460-1800,032-568-9909,http://ara.icehs.kr,30,15,15,0,0,0,0,800,392,408,433,211,222,367,181,186,0,0,0,0,0,0,0,0,0,0,0,0,26.7,63,21,42,55,16,39,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,6.0,6.0,37.0,9.0,28.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,8,5,3,12.7,18,4,14,4,2,2,17,44,6,7,0,0,15007,18.7
15,20231001,인천,서구,인천시,고등학교,일반고,해당없음,일반고등학교,백석고등학교,본교,공립,주간,남여공학,기존(원)교,특별/광역시,해당없음,19970301,226-87 ,인천광역시 서구 서곶로 701 (백석동),032-567-7762,032-567-7764,http://i-baekseok.icehs.kr/,38,12,12,14,0,0,0,1066,531,535,384,192,192,341,173,168,341,166,175,0,0,0,0,0,0,0,0,0,28.1,85,23,62,70,17,53,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,5.0,7.0,52.0,10.0,42.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,15,6,9,12.5,14,3,11,3,2,1,14,37,5,9,0,1,12888,12.0
16,20231001,인천,부평구,인천시,고등학교,일반고,해당없음,일반고등학교,부개여자고등학교,본교,공립,주간,여자,기존(원)교,특별/광역시,해당없음,19960301,213-50 ,인천광역시 부평구 부흥로 433 (부개동),032-510-6746,032-361-4744,http://bugaegirl.icehs.kr,24,7,8,9,0,0,0,434,0,434,149,0,149,143,0,143,142,0,142,0,0,0,0,0,0,0,0,0,18.1,52,9,43,46,7,39,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,12.0,2.0,10.0,29.0,4.0,25.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6,2,4,8.3,14,1,13,3,0,3,14,24,12,5,1,2,11152,25.2
17,20231001,인천,부평구,인천시,고등학교,일반고,해당없음,일반고등학교,부광고등학교,본교,공립,주간,남자,기존(원)교,특별/광역시,해당없음,19950301,213-83 ,인천광역시 부평구 화랑로 28 (산곡동),032-500-9100,032-521-6035,http://bg.icehs.kr,25,8,8,9,0,0,0,578,578,0,211,211,0,193,193,0,174,174,0,0,0,0,0,0,0,0,0,0,23.1,58,18,40,47,14,33,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0,6.0,5.0,31.0,7.0,24.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,11,4,7,10.0,15,3,12,4,1,3,15,25,7,10,0,3,17420,30.0
18,20231001,인천,부평구,인천시,고등학교,일반고,해당없음,일반고등학교,부광여자고등학교,본교,공립,주간,여자,기존(원)교,특별/광역시,해당없음,19881025,213-52 ,인천광역시 부평구 충선로 143 (부개동),032-526-3214,032-505-8098,http://bgg.icehs.kr,22,7,8,7,0,0,0,506,0,506,191,0,191,174,0,174,141,0,141,0,0,0,0,0,0,0,0,0,23.0,51,14,37,43,11,32,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,13.0,6.0,7.0,24.0,4.0,20.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,8,3,5,9.9,15,3,12,3,1,2,13,24,7,13,0,1,13567,26.5
19,20231001,인천,계양구,인천시,고등학교,일반고,해당없음,일반고등학교,계양고등학교,본교,공립,주간,남자,기존(원)교,특별/광역시,해당없음,19970301,210-62 ,인천광역시 계양구 계양문화로 177 (용종동) 계양고등학교,032-553-4903,032-553-4904,http://gy.icehs.kr,21,7,7,7,0,0,0,534,534,0,188,188,0,181,181,0,165,165,0,0,0,0,0,0,0,0,0,0,25.4,47,16,31,43,12,31,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,6.0,6.0,27.0,4.0,23.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4,4,0,11.4,17,5,12,5,4,1,17,24,13,8,0,0,12004,22.1
20,20231001,인천,부평구,인천시,고등학교,일반고,해당없음,일반고등학교,부평여자고등학교,본교,공립,주간,여자,기존(원)교,특별/광역시,해당없음,19820301,213-78 ,인천광역시 부평구 부흥로243번길 44 (부평동),032-526-6432,032-514-5431,http://bgh.icehs.kr,26,9,8,9,0,0,0,591,0,591,231,0,231,191,0,191,169,0,169,0,0,0,0,0,0,0,0,0,22.7,56,19,37,50,16,34,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,4.0,8.0,31.0,10.0,21.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,6,3,3,10.6,16,2,14,4,1,3,16,26,11,4,0,0,21527,36.1
21,20231001,인천,남동구,인천시,고등학교,일반고,해당없음,일반고등학교,인제고등학교,본교,사립,주간,남자,기존(원)교,특별/광역시,해당없음,19821026,215-45 ,인천광역시 남동구 석산로197번길 19 . 인제고등학교 (간석동),032-422-6681,032-422-7779,http://inje.icehs.kr,32,10,10,12,0,0,0,726,726,0,252,252,0,243,243,0,231,231,0,0,0,0,0,0,0,0,0,0,22.7,63,36,27,39,24,15,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,13.0,6.0,7.0,23.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,24,12,12,11.5,12,3,9,4,2,2,13,31,10,9,0,2,10657,14.7
22,20231001,인천,남동구,인천시,고등학교,일반고,해당없음,일반고등학교,석정여자고등학교,본교,공립,주간,여자,기존(원)교,특별/광역시,해당없음,19980301,215-03 ,인천광역시 남동구 방축로469번길 27 (간석동. 석정여자고등학교),032-720-7200,032-421-3687,http://sj.icehs.kr/,29,10,10,9,0,0,0,737,0,737,275,0,275,241,0,241,221,0,221,0,0,0,0,0,0,0,0,0,25.4,68,13,55,57,13,44,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,3.0,9.0,39.0,9.0,30.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,11,0,11,10.8,15,4,11,3,2,1,15,30,2,8,0,2,10028,13.6
23,20231001,인천,중구,인천시,고등학교,일반고,해당없음,일반고등학교,인천중산고등학교,본교,공립,주간,남여공학,기존(원)교,특별/광역시,해당없음,20210301,223-93 ,인천광역시 중구 은하수로 142 (중산동. 인천중산고등학교),032-456-8400,032-752-9945,http://jungsan.icehs.kr,36,14,12,10,0,0,0,993,489,504,393,189,204,336,160,176,264,140,124,0,0,0,0,0,0,0,0,0,27.6,78,28,50,65,21,44,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,13.0,7.0,6.0,46.0,12.0,34.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,13,7,6,12.7,20,3,17,5,2,3,17,37,0,9,0,5,21349,21.4
24,20231001,인천,부평구,인천시,고등학교,일반고,해당없음,일반고등학교,부평고등학교,본교,공립,주간,남자,기존(원)교,특별/광역시,해당없음,19720306,213-56 ,인천광역시 부평구 부흥북로 43 (부평동),032-526-3204,032-515-0782,http://bupyeong.icehs.kr,28,9,9,10,0,0,0,657,657,0,232,232,0,230,230,0,195,195,0,0,0,0,0,0,0,0,0,0,23.5,60,18,42,55,15,40,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0,5.0,5.0,38.0,8.0,30.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,5,3,2,11.0,13,1,12,3,1,2,14,28,4,12,0,0,18351,27.5
25,20231001,인천,미추홀구,인천시,고등학교,일반고,해당없음,일반고등학교,인명여자고등학교,본교,사립,주간,여자,기존(원)교,특별/광역시,해당없음,19890301,222-41 ,인천광역시 미추홀구 문화로 11 (관교동),032-650-9265,032-424-1897,http://inmyong.icehs.kr,38,13,12,13,0,0,0,850,0,850,297,0,297,285,0,285,268,0,268,0,0,0,0,0,0,0,0,0,22.4,78,42,36,66,38,28,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,7.0,5.0,50.0,29.0,21.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,12,4,8,10.9,10,5,5,5,4,1,11,42,11,11,0,7,12299,14.1
26,20231001,인천,부평구,인천시,고등학교,일반고,해당없음,일반고등학교,삼산고등학교,본교,공립,주간,남여공학,기존(원)교,특별/광역시,해당없음,20010301,213-19 ,인천광역시 부평구 영성중로 54 (삼산동. 삼산고등학교),032-512-9514,032-511-8296,http://samsan.icehs.kr,26,10,8,8,0,0,0,648,351,297,267,133,134,197,114,83,184,104,80,0,0,0,0,0,0,0,0,0,24.9,58,15,43,48,13,35,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0,5.0,6.0,32.0,7.0,25.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,10,2,8,11.2,19,3,16,4,1,3,18,26,4,7,0,0,11974,18.1
27,20231001,인천,미추홀구,인천시,고등학교,일반고,해당없음,일반고등학교,인화여자고등학교,본교,공립,주간,여자,기존(원)교,특별/광역시,해당없음,19471020,221-00 ,인천광역시 미추홀구 석정로 165 . 인화여자고등학교 (도화동),032-765-0621,032-773-6044,http://inhwa.icehs.kr,25,8,7,10,0,0,0,569,0,569,209,0,209,180,0,180,180,0,180,0,0,0,0,0,0,0,0,0,22.8,57,18,39,46,13,33,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,13.0,8.0,5.0,27.0,5.0,22.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,11,5,6,10.0,17,1,16,3,1,2,17,25,13,9,0,0,36275,62.8
28,20231001,인천,강화군,인천시,고등학교,일반고,해당없음,일반고등학교,서도고등학교,본교,공립,주간,남여공학,기존(원)교,도서벽지,초등+중학+고등,19810302,230-08 ,인천광역시 강화군 서도면 주문도길 173 (서도면),032-932-7005,032-932-7034,http://seodo.icehs.kr,3,1,1,1,0,0,0,8,4,4,4,3,1,2,0,2,2,1,1,0,0,0,0,0,0,0,0,0,2.7,13,3,10,13,3,10,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,8.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0.6,10,6,4,5,4,1,10,4,11,4,0,0,17203,2150.4
29,20231001,인천,남동구,인천시,고등학교,일반고,해당없음,일반고등학교,인천송천고등학교,본교,공립,주간,남자,기존(원)교,특별/광역시,해당없음,20110301,216-79 ,인천광역시 남동구 앵고개로815번길 59 (논현동),032-432-2263,032-432-2249,http://songcheon.icehs.kr,27,9,9,9,0,0,0,677,677,0,242,242,0,226,226,0,209,209,0,0,0,0,0,0,0,0,0,0,25.1,61,21,40,52,19,33,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,13.0,5.0,8.0,33.0,13.0,20.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,9,2,7,11.1,16,4,12,4,3,1,16,26,8,8,0,0,12712,18.8
30,20231001,인천,서구,인천시,고등학교,일반고,해당없음,일반고등학교,인천초은고등학교,본교,공립,주간,여자,기존(원)교,특별/광역시,해당없음,20110301,227-40 ,인천광역시 서구 청라에메랄드로 42 (연희동. 초은고등학교),032-562-3002,032-562-4002,http://choeun.icehs.kr,31,10,10,11,0,0,0,902,0,902,310,0,310,284,0,284,308,0,308,0,0,0,0,0,0,0,0,0,29.1,74,18,56,57,13,44,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,2.0,10.0,38.0,9.0,29.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,17,5,12,12.2,15,3,12,4,2,2,15,31,3,7,0,0,12000,13.2
